INAME	GENE	CHR	SIMR_UP2_184FR	SIMR_UP2_229	SIMR_UP2_231
YHR188C		8	  1.33	  0.84	  0.70
iKx185I		0	  0.73	  0.84	  1.16
iGx262I		0	  1.32	  0.56	  0.67
iGx328I		0	  1.40	  0.84	  1.59
YJL020C		10	  1.59	  1.30	  0.61
iMx434I		0	  1.13	  0.57	  0.98
YMR068W		13	  1.82	  0.81	  0.54
YNR026C	SEC12	14	  1.19	  0.52	  0.90
YIL128W	MET18	9	  1.45	  0.99	  0.64
iMx100I		0	  1.30	  0.57	  0.71
iBx382I		0	  0.64	  0.72	  1.42
YOR317W	FAA1	15	  1.39	  0.86	  0.85
YDL182W	LYS20	4	  1.39	  0.93	  0.76
YIL063C	YRB2	9	  1.20	  0.68	  0.85
iLx477I		0	  1.62		  0.45
iDx631I		0	  1.35	  1.59	  0.90
iBx114I		0	  1.99	  1.29	  0.33
YDR265W	PEX10	4	  0.83	  1.20	  1.29
iFx037I	RPL22B	6	  1.03	  1.53	  0.81
YDL248W	COS7	4	  1.22	  0.84	  1.29
iPx066I		0	  1.65	  1.22	  0.54
iLx143I		0	  1.18	  2.31	  0.70
iHx220I		0	  0.89		  0.95
YIL129C	TAO3	9	  0.88	  0.98	
YNL277W	MET2	14	  1.21	  0.91	  1.08
iLx209I		0	  0.94		  0.95
iAx091I		0	  0.80		  1.16
YOR318C		15	  0.99	  0.51	  1.06
YJR103W	URA8	10	  1.11		  0.78
YDL183C		4	  1.29	  0.87	  0.75
iGx597I		0	  0.28	  1.04	  2.80
YNL009W	IDP3	14	  1.26	  1.62	  0.48
YDR266C		4	  0.84	  1.05	  1.19
iKx186I		0	  1.21		  0.65
iGx263I		0	  0.71	  0.73	  1.42
iGx329I		0	  1.70	  1.73	  1.05
YJL021C		10	  1.00	  1.89	  1.18
iMx435I		0	  1.03	  0.48	  1.02
YMR069W		13	  1.72	  0.87	  0.64
YJR104C	SOD1	10	  1.00		  1.02
iMx101I		13	  0.77	  0.84	  1.00
YOR252W		15	  0.93	  1.52	  1.23
iBx383I		0	  0.50	  0.79	  2.11
iLx478I		12	  1.05	  1.45	  0.68
iFx038I		0	  1.42	  0.80	  0.59
iDx632I		0	  1.08	  1.05	  0.94
iBx115I		0	  1.53		  0.50
YHR189W		8	  1.40	  1.62	  0.44
iPx067I		0	  1.65	  0.79	  0.50
iLx144I		0	  0.80	  0.56	  1.16
iHx221I		0	  0.77		  0.85
YNL278W		14	  1.09	  1.76	  0.74
iAx092I		0	  0.88		  1.46
YNR027W		14	  1.96	  2.01	  0.61
YDL184C	RPL41A	4	  0.72	  0.79	  1.01
iGx598I		0	  0.94	  0.81	  0.82
YDR267C		4	  1.62	  0.72	  0.52
iKx187I		0	  0.52		  2.09
iGx264I		0	  0.98	  0.94	  1.06
iMx370I		0	  0.59		
YIL064W		9	  1.19	  2.10	  1.10
iMx436I		0	  1.15	  2.69	  0.78
iMx102I		0	  0.96	  0.87	  0.97
YOR253W		15	  0.85	  1.53	  1.57
iBx384I		0	  0.44	  1.09	  2.02
YOR319W	HSH49	15	  0.66	  1.27	  1.58
iBx050I		0	  1.32		  0.67
YIL065C				  0.76	
iLx479I		0	  1.02	  1.51	  0.92
iFx039I		0	  0.47	  1.50	  1.64
iDx633I		0	  1.19	  0.88	  0.64
iBx116I		0	  1.30	  1.04	  0.69
iPx068I		0	  1.05	  0.68	  0.95
iLx145I		0	  1.92	  1.61	  0.49
iHx222I		0	  0.69	  1.00	  1.57
YOR254C	SEC63	15	  1.06	  1.35	  0.90
YNL279W		14	  1.39	  0.52	  0.55
YJL022W		10	  0.97	  1.04	  1.27
iAx093I		0	  1.54		  0.94
YNR028W	CPR8	14	  0.61	  0.62	  1.66
YJR105W		10	  1.11		  0.67
iGx599I		0	  0.92	  0.73	  0.65
iKx188I		0	  1.00	  1.33	  0.90
iGx265I		0	  0.98	  0.73	  0.89
iMx371I		0	  1.35	  0.50	  0.69
YJL023C	PET130	10	  0.80	  0.75	  1.23
iMx437I		0	  1.17	  0.94	  0.81
YNR029C		14	  0.73	  0.76	  1.56
iMx103I		0	  0.46		  1.91
iBx385I		0	  1.18	  0.69	  0.91
iBx051I		0	  0.89		  1.17
YDL185W	TFP1	4	  0.95	  0.60	  0.75
YER160C		5	  1.23	  1.07	  1.17
iLx080I		0	  0.99	  0.73	  0.85
YIL066C	RNR3	9	  1.15	  0.69	  1.08
iBx117I		2	  1.05	  0.86	  0.87
iDx634I		0	  0.85	  0.64	  1.35
YDR268W	MSW1	4	  1.72	  1.79	  0.55
iPx069I		0	  0.99	  1.18	  0.95
iLx146I		0	  0.79	  0.91	  1.04
iHx223I		0	  0.50	  1.78	  1.82
iDx300I		0	  1.09	  1.11	  0.91
YJR040W	GEF1	10	  0.69		  1.77
iAx094I		0	  0.95		  0.96
YJR106W	ECM27	10	  0.85		  1.13
YDR269C		4	  1.52	  0.64	  0.62
iKx189I		0	  1.32	  1.26	  0.61
iGx266I		0	  1.10	  0.67	  0.89
iMx372I		0	  2.24	  0.64	  0.53
YJR041C		10	  0.39		  1.79
YJL024C	APS3	10	  0.60	  1.17	  1.69
iMx438I		0	  1.63	  0.52	  0.51
iMx104I				  1.76	
YOR255W		15	  1.18	  1.00	  1.09
iBx386I		0	  1.63	  0.66	  0.78
iBx052I		0	  0.47		  2.54
YDL186W		4	  1.59	  1.51	  0.56
YER161C	SPT2	5	  1.66	  0.85	  0.49
iLx081I		0	  0.70		  1.29
YIL067C		9	  1.26	  2.64	  0.89
iBx118I		0	  0.97	  2.55	  1.60
iDx635I		0	  0.61	  0.64	  1.21
iLx147I		0	  1.15	  0.60	  0.89
iHx224I		0	  0.80	  1.58	  1.38
iDx301I		0	  0.83	  1.19	  1.41
YOR256C		15	  1.51		  1.06
iNx330I		14	  0.79	  1.84	  1.06
iAx095I		0	  0.69		
YJR107W		10	  0.70	  0.54	  1.70
YPL130W	SPO19	16	  0.76	  1.25	
YDL187C		4	  1.70	  1.21	  0.62
iGx267I		0	  1.39	  1.33	  0.80
iCx010I		0	  1.04	  0.54	  1.24
iMx373I		0	  1.08	  1.15	  0.82
YOR190W	SPR1	15	  1.05	  2.19	  1.08
iMx439I		0	  1.55	  0.69	  0.56
iMx105I		0	  1.14		  0.90
iBx387I		0	  1.65	  0.79	  0.54
iDx570I		0	  0.54	  0.97	  1.68
iBx053I		0	  1.11		  1.00
YER162C	RAD4	5	  1.68	  0.81	  0.50
iLx082I		0	  1.10	  0.48	  1.05
YIL068C	SEC6	9	  0.76	  0.72	  0.67
iDx636I		0	  0.34	  0.77	  2.86
iBx119I		0	  0.91		  0.92
YHR214C-B		8	  0.92	  1.12	  0.97
iLx148I		0	  1.30	  2.15	  0.48
iHx225I		0	  1.08	  0.94	  0.86
iDx302I		0	  0.74	  1.08	  1.06
iNx331I		0	  0.48	  0.71	  1.75
YJR042W	NUP85	10	  0.71		  1.04
YJL025W	RRN7	10	  0.62	  0.84	  1.58
iAx096I		0	  1.39		  1.05
YJR108W	ABM1	10	  0.57	  1.14	  1.99
YPL131W	RPL5	16	  1.24	  0.63	  0.69
YDL188C	PPH22	4	  1.23	  1.96	  0.72
iGx268I		0	  1.10	  1.09	  1.01
iCx011I		0	  1.15	  0.72	  1.06
iMx374I		0	  0.55	  0.82	  2.10
YJR043C	POL32	10	  0.67	  0.78	  1.86
iMx040I		0	  1.15	  0.62	  0.89
YOR191W	RIS1	15	  1.05	  1.15	
YJR109C	CPA2	10	  0.78	  1.95	  1.21
iMx106I		0	  0.84	  1.28	  1.21
YOR257W	CDC31	15	  1.74	  1.46	  0.70
iBx388I		0	  1.50		  0.83
iDx571I		0	  0.75	  0.61	  1.13
iBx054I		0	  1.57		  0.53
YER163C		5	  2.26		  0.42
iLx083I		0	  0.89	  0.71	  1.02
iHx160I		0	  0.98	  0.41	  1.14
YIL069C	RPS24B	9	  0.77	  0.77	  1.01
iDx637I		0	  1.47	  0.95	  0.58
YOR192C		15	  1.06	  1.34	  1.29
iDx303I		4	  0.82	  0.91	  0.94
iLx149I		0	  0.86	  0.65	  0.86
iHx226I		0	  1.03	  0.55	  1.13
iNx332I		0	  1.06	  0.90	  0.72
YKR001C	VPS1	11	  0.87	  0.49	  0.81
YJL026W	RNR2	10	  1.78	  0.67	  0.75
iAx097I		0	  0.90		  1.60
YPL132W	COX11	16	  1.89	  0.74	  0.53
iGx269I		0	  1.04		  0.80
iMx375I		0	  0.94	  0.66	
iCx012I		0	  1.02	  1.28	  1.19
YJR044C		10	  0.93	  1.07	  1.04
iMx041I		0	  0.44	  0.55	  1.65
YJL027C		10	  1.37	  0.77	  0.60
YPL133C		16	  1.47	  0.57	  0.71
iMx107I		0	  1.64	  0.88	  0.37
YOR258W		15	  0.92	  0.77	  1.17
iBx389I		0	  1.14		  0.88
iDx572I		0	  0.61	  1.22	  1.66
iBx055I		0	  1.78		  0.41
YDL189W		4	  1.59	  1.90	  0.74
iLx084I		0	  0.60	  1.60	  1.17
iHx161I		0	  1.07	  0.65	  0.87
iDx638I		0	  1.59	  0.60	  0.62
iHx227I		0	  0.76	  0.67	  0.98
iDx304I		0	  1.43	  0.73	  0.70
YOR259C	RPT4	15	  1.23	  1.69	  0.73
iNx333I		0	  0.76	  0.61	  1.14
iAx098I		0	  1.10		  1.16
YPR150W					  1.25
iMx376I		0	  0.77	  1.49	  1.11
iCx013I		0	  0.81	  1.15	  1.15
YER164W	CHD1	5	  1.33	  0.51	  0.66
YJR045C	SSC1	10	  1.21	  2.70	  0.81
iMx042I		0	  0.53	  0.50	  1.21
YOR193W		15	  1.39	  1.22	  0.64
YPR151C		16	  0.81		
YPL134C		16	  0.94	  1.29	  1.34
iMx108I				  0.82	  1.27
YKR002W	PAP1	11	  1.26	  1.32	  0.71
iDx573I				  2.13	  2.65
iBx056I		0	  0.54		  1.75
iLx085I		0	  0.66	  0.84	  1.29
iHx162I		0	  0.62	  1.27	  2.14
iDx639I		0	  1.65	  1.29	  0.60
YOR194C	TOA1	15	  1.88	  1.20	  0.84
iHx228I		0	  0.86	  1.70	  0.98
iDx305I		0	  1.38	  0.76	  0.69
iNx334I		0	  0.82	  1.13	  1.28
iAx099I		0	  0.93		  1.19
YJL028W		10	  2.45	  0.77	  0.56
iMx377I		0	  0.31	  0.84	  2.84
iCx014I		0	  0.66	  1.19	  1.27
YER165W	PAB1	5	  1.20	  1.50	  0.61
iOx560I		0	  1.17	  1.39	  0.79
iMx043I		0	  1.48	  0.97	  0.48
iIx120I		0	  0.81	  1.03	  0.83
YJL029C		10	  0.76	  0.69	  1.09
YPR152C		16	  1.29		  0.80
iMx109I		0	  0.55		  1.62
YKR003W		11	  0.69	  2.03	  1.23
iDx574I		0	  1.38	  0.96	  0.69
iBx057I		0	  1.78		  0.63
iLx086I		0	  1.71	  0.53	  0.78
iHx163I		0	  2.60	  0.65	  0.49
iDx240I		0	  0.94	  0.57	  1.51
iHx229I		0	  0.86	  0.75	  1.06
iDx306I		0	  1.19	  0.62	  0.61
YFL040W		6	  0.82	  0.68	  0.94
YBR200W	BEM1	2	  1.06	  1.47	  0.90
iNx335I		0	  0.94	  0.92	  1.03
YJR046W	TAH11	10	  1.15	  0.71	  0.86
YKR004C	ECM9	11	  0.68	  1.16	  1.47
iNx001I		0	  1.63	  0.71	  0.86
YPL135W	ISU1	16	  0.86	  0.84	
iMx378I		0	  0.62	  0.77	  1.74
iCx015I		0	  1.07		  0.88
YER166W		5	  1.07	  0.48	  0.75
YJR047C	ANB1	10	  1.74		  0.74
iOx561I		0	  2.16	  0.69	  0.41
iMx044I		0	  0.98	  0.44	  0.71
iIx121I		0	  1.14	  0.64	  0.71
YOR195W	SLK19	15	  0.99	  0.59	  1.28
iDx575I		0	  1.19	  1.36	  0.85
iBx058I		0	  1.32		  0.68
iLx087I		0	  1.07	  0.94	  0.88
iHx164I		0	  1.60	  0.65	  0.60
iDx241I		0	  0.84	  0.74	  1.34
YOR196C	LIP5	15	  0.68	  1.06	  1.67
iNx270I		0	  0.93	  1.09	  1.24
iDx307I		0	  0.92	  0.70	  0.90
YFL041W	FET5	6	  0.98	  2.25	  1.04
YBR201W	DER1	2	  1.13	  0.97	  0.61
iNx336I		0	  1.12	  1.93	  0.64
YPL070W		16	  0.56	  0.88	  1.97
YKR005C		11	  1.09	  0.85	  1.07
iNx002I		0	  1.12	  0.48	  1.37
YPR153W		16	  1.25		  0.58
YLR230W		12	  1.33	  0.69	  0.56
YPL136W		16	  2.03	  0.70	  0.61
YFL042C		6	  1.43	  1.59	  0.83
iMx379I		0	  1.68	  0.57	
iCx016I		0	  0.92	  1.29	
YER167W	BCK2	5	  1.01		  0.98
YKL190W	CNB1	11	  1.32	  0.79	  0.97
YPL071C		16	  0.80	  1.71	  1.60
iOx562I		0	  1.49	  2.64	  0.54
iMx045I		0	  0.76	  0.60	  1.11
iIx122I		0	  1.17	  1.00	  0.78
YLR231C		12	  0.91	  0.80	  1.15
YPL137C		16	  1.80	  0.78	  0.50
iDx576I		0	  1.13	  0.76	  0.72
iBx059I		0	  1.34		  0.72
YER168C	CCA1	5	  0.51		  1.64
iLx088I		0	  0.74	  1.34	  0.78
iHx165I		0	  0.77	  0.61	  1.47
iDx242I		0	  0.99	  0.63	  0.98
iNx271I		0	  0.91	  0.74	  0.95
iDx308I		0	  0.53	  0.63	  2.03
YBR202W	CDC47	2	  1.12	  1.48	  0.75
iNx337I		0	  1.19	  0.96	  0.61
YJR048W	CYC1	10	  0.96		  1.11
YKR006C	MRPL13	11	  1.51	  0.63	  0.73
iPx520I		0	  0.99	  0.72	  0.74
iNx003I		0	  1.08	  0.74	  1.53
YPR154W		16	  0.70	  0.42	  1.30
YFL043C		6	  1.33	  1.23	  0.93
iCx017I		0	  1.62	  0.62	  0.73
YKL191W	DPH2	11	  1.79	  0.75	  0.64
YJR049C	UTR1	10	  1.66		  0.88
iOx563I		0	  1.07	  0.59	  0.70
iMx046I		0	  0.90	  1.10	  1.05
iIx123I		0	  1.40	  1.22	  0.68
iEx200I		0	  1.02	  1.43	  0.87
YOR197W		15	  0.88	  1.47	  1.45
YPR155C	NCA2	16	  0.54	  1.50	  2.00
YPL138C		16	  1.22	  1.50	  1.03
iDx577I		0	  1.15	  0.66	  0.62
YKL192C	ACP1	11	  1.75		  0.50
iLx089I		0	  0.95	  1.02	  0.87
iHx166I		0	  1.31	  1.07	  0.69
iDx243I		0	  0.70	  0.47	  1.66
YOR198C	BFR1	15	  1.02		  0.86
iNx272I		0	  0.80	  1.56	  1.14
iDx309I		0	  0.54	  0.78	  2.06
YBR203W		2	  0.82	  1.67	  0.95
YGL001C		7	  0.96	  1.02	  1.28
iNx338I		0	  1.23	  0.76	  0.65
YPL072W	UBP16	16	  0.90	  2.03	  1.28
iPx521I		0	  1.01	  0.63	  0.74
iNx004I		0	  0.97	  0.44	  1.08
YLR232W		12	  0.97	  0.61	  1.03
YFL044C		6	  1.15	  1.61	  0.72
iCx018I		0	  1.61	  0.67	  0.64
YER169W	RPH1	5	  1.24	  0.58	  0.78
YBR204C		2	  0.69	  0.84	  1.06
YPL073C		16	  0.96	  1.10	  1.03
iOx564I				  0.46	  1.09
iMx047I		0	  1.46	  1.18	  0.57
iIx124I		0	  1.05	  1.02	  0.71
iEx201I		0	  0.81		  1.02
YPR156C		16	  1.18	  0.83	  1.17
YLR233C	EST1	12	  1.24	  0.95	  1.07
iOx230I		0	  0.58	  1.92	  1.72
YPL139C	UME1	16	  1.18	  0.97	  1.13
YKR007W		11	  2.46	  3.04	  0.56
iDx578I		4	  0.95	  0.60	  0.99
YKL193C	SDS22	11	  1.37	  0.89	  0.76
iHx167I		0	  0.79	  1.46	  1.44
iDx244I		0	  0.48	  0.54	  2.78
iNx273I		0	  0.81	  0.69	  1.57
iJx350I		0	  0.52		  2.30
YPR090W		16	  0.64	  1.19	  1.81
iNx339I		0	  0.53	  1.36	  1.93
iPx522I		0	  0.83	  0.69	  1.30
iNx005I		0	  1.13	  1.79	  1.04
YFL045C	SEC53	6	  0.72	  2.00	  1.58
iCx019I		0	  1.62	  2.05	  0.45
YPR091C		16	  0.65		  1.56
iIx125I		0	  1.01	  1.15	  1.65
iOx565I		0	  1.11	  0.48	  0.65
iMx048I		0	  1.37	  1.35	  0.50
iEx202I		0	  0.84	  2.14	  0.97
YOR199W		15	  1.57	  1.18	  0.40
iOx231I		0	  1.15	  0.88	  1.07
YGL002W	ERP6	7	  0.99	  1.45	  1.06
YKR008W	RSC4	11	  0.84	  1.76	  1.45
iDx579I		0	  1.21	  0.78	  0.63
YKL194C	MST1	11	  0.67	  1.19	  1.48
iHx168I		0	  0.75	  0.99	  1.36
iDx245I		0	  1.41	  0.53	  0.62
iNx274I		0	  0.55	  1.48	  1.48
iJx351I		0	  1.47	  0.73	  0.64
YGR020C	VMA7	7	  0.87	  0.95	  1.05
YBR205W				  0.68	  0.73
YGL003C	CDH1	7	  1.09	  1.27	  0.95
YPL074W	YTA6	16	  1.08	  1.79	  1.06
YKR009C	FOX2	11	  0.58	  0.90	  1.99
iPx523I		16	  0.84	  0.55	  1.05
iNx006I		0	  1.01	  0.79	  0.84
YPR157W		16	  1.57	  1.22	  0.74
YLR234W	TOP3	12	  1.70	  1.00	  0.59
YBR140C	IRA1	2	  1.22	  1.18	  0.72
iIx060I		0	  1.09	  0.79	  0.54
iOx566I		0	  0.95	  0.68	  0.73
iMx049I		0	  1.55	  0.92	  0.66
iIx126I		0	  1.06	  0.83	  0.82
iEx203I		0	  0.93	  0.93	  0.83
YLR235C		12	  1.48	  0.76	  0.66
iOx232I		0	  1.29	  0.87	  0.67
iDx180I		0	  1.63	  0.75	  0.45
iHx169I		0	  0.34	  1.86	  2.16
iDx246I		0	  1.23	  0.58	  0.70
iNx275I		0	  0.77	  1.56	
iJx352I		0	  0.56	  0.68	  2.05
YFL046W		6	  0.53	  0.81	  2.16
YPR092W		16	  1.10	  0.41	
YGL004C		7	  0.66	  1.70	  1.47
YBR206W		2	  0.99	  0.48	  0.74
YPL075W	GCR1	16	  1.21	  0.41	  0.81
YML110C	COQ5	13	  0.79	  1.05	  1.17
iPx524I		0	  0.72	  1.09	  1.00
iNx007I		0	  1.07	  1.02	  1.02
YPR158W		16	  1.74		  0.77
YBR141C		2	  2.16	  1.06	  0.45
iIx061I		0	  0.99	  2.49	  0.68
YPR093C		16	  1.33	  0.63	  0.73
YLR170C	APS1	12	  1.29	  1.57	  0.81
YKL195W		11	  1.06	  1.23	  1.16
iOx567I		0	  0.32	  0.84	  2.33
iIx127I		0	  1.01	  0.92	  0.99
iEx204I		0	  1.37		  0.58
YLR236C		12	  1.27	  1.09	  0.70
YGR021W		7	  1.35	  1.42	  0.58
iOx233I		0	  1.33	  0.86	  0.54
iKx310I		0	  0.75	  0.62	  1.27
iDx181I		0	  0.68		  1.71
YKL196C	YKT6	11	  1.38	  0.89	  0.68
iDx247I		0	  0.57	  0.75	  1.77
iNx276I		0	  1.27	  1.00	  0.63
iJx353I		0	  0.69		  1.50
YFL047W		6	  0.94	  1.04	  1.40
YGR022C		7	  1.02	  1.37	  0.76
YGL005C		7	  0.42	  1.33	  2.83
YBR207W	FTH1	2	  0.46	  0.86	  2.02
YPL076W	GPI2	16	  1.54	  0.92	  0.44
iPx525I		0	  0.49	  1.27	  1.54
iNx008I		0	  0.83	  0.55	  1.30
YPR159W	KRE6	16	  1.47	  0.83	  0.69
iIx062I		0	  0.59	  1.61	  1.68
YGR290W		7	  1.16	  1.44	  0.80
YFL048C	EMP47	6	  0.57	  0.64	  1.67
YBR208C	"DUR1,2"	2	  0.57	  1.53	  1.06
YPL077C		16	  1.68	  0.74	  0.47
iOx568I		0	  1.09	  1.00	  0.79
iIx128I		0	  1.48	  0.85	  0.59
iEx205I		0	  1.78	  1.65	  0.43
iOx234I		0	  1.20	  1.04	  0.83
iKx311I		0	  0.50	  1.26	  1.89
YML111W	BUL2	13	  1.30	  1.31	  1.08
iDx182I		0	  0.69	  0.71	  1.46
YGR291C		7	  1.21	  0.96	  0.60
YKL197C	PEX1	11	  1.36	  0.56	  1.01
iDx248I		0	  1.07	  0.92	  1.00
YBR142W	MAK5	2	  0.96	  0.67	  1.10
iNx277I		0	  0.64	  0.80	  1.26
iJx354I		0	  1.00	  0.66	  1.13
YCR100C		3	  1.31	  0.65	  0.95
iPx460I		0	  1.39	  0.60	  0.55
iJx020I		0	  1.55		  0.54
YPR094W		16	  0.91	  1.07	  0.80
YLR171W		12	  1.28		  0.61
iPx526I		0	  0.72	  1.24	  1.04
iNx009I		0	  0.74	  0.65	  1.64
YLR237W	THI7	12	  1.08	  1.83	  1.00
YBR143C	SUP45	2	  0.80	  1.08	  1.08
iIx063I		0	  1.05	  0.64	  0.71
iEx140I		0	  1.27	  1.22	  0.55
YPR095C	SYT1	16	  0.84	  0.62	  0.76
YLR172C	DPH5	12	  1.50	  1.50	  0.54
YPL078C	ATP4	16	  0.95	  0.50	  0.97
iOx569I		0	  1.33	  1.10	  0.48
iIx129I		0	  0.34		  2.33
iEx206I		0	  1.06		  0.70
YGR023W	MTL1	7	  0.94	  1.19	  1.13
iOx235I		0	  0.70	  1.77	  1.29
iKx312I		0	  0.79	  0.46	  1.33
YGL006W	PMC1	7	  0.58	  0.65	  1.75
YML112W	CTK3	13	  1.94	  1.26	  0.56
iDx183I		0	  0.83	  1.04	  1.13
YKL198C	PTK1	11	  1.49	  0.89	  0.62
iDx249I		0	  0.52	  1.44	  1.70
YBL060W		2	  1.49	  1.04	  0.54
iNx278I		0	  1.64	  2.22	  0.53
iJx355I		0	  0.91	  0.81	  0.78
YCR101C		3	  1.30	  0.65	  0.74
YFL049W		6	  1.16	  1.83	  0.91
YGR024C		7	  0.71	  0.66	  1.36
iPx461I				  0.70	  0.78
iJx021I		0	  1.28	  1.33	  0.66
YBR209W		2	  0.99	  1.53	  0.71
iPx527I		0	  1.13	  0.91	  0.71
YLR238W		12	  1.07		  1.37
YBL061C	SKT5	2	  0.70	  1.12	  1.66
YBR144C		2	  1.69	  0.61	  0.59
iIx064I		0	  0.53	  0.76	  1.32
iEx141I		0	  0.32	  1.08	  2.50
YGR292W	MAL12	7	  0.72	  1.33	  1.10
YPR096C		16	  0.52	  1.18	  0.95
iOx170I		0	  0.64	  0.65	  1.26
iEx207I		0	  0.67	  2.34	  1.05
YLR239C		12	  0.85		  1.37
iOx236I		0	  1.87	  0.79	  0.57
iKx313I		0	  0.65		  1.55
YGL007W		7	  2.15	  0.69	  0.47
YMR130W		13	  0.35	  1.74	  3.15
YML113W	DAT1	13	  1.77	  0.85	  0.63
iDx184I		0	  0.69		  1.70
YGR293C		7	  0.98	  0.65	  1.17
iJx290I		0	  1.05	  1.62	
YKL199C	YKT9	11	  1.31	  0.82	  0.63
iNx279I		0	  1.25	  1.34	  0.64
iJx356I		0	  1.82	  0.90	  0.45
YCR102C		3	  1.25	  1.46	  0.90
iPx462I		0	  1.52	  0.88	  0.56
iJx022I		0	  1.25	  1.63	  0.77
YLR173W		12	  1.45	  1.65	  0.62
YGL008C	PMA1	7	  1.58	  0.69	  0.85
YMR131C		13	  0.53	  1.10	  1.70
YPL079W	RPL21B	16	  0.86	  0.95	  1.24
YML114C		13	  1.85	  0.61	
iPx528I		0	  1.39	  1.20	  1.02
iIx065I		0	  1.82	  1.25	  0.48
iEx142I		0	  1.09	  1.19	  0.46
iOx171I		15	  0.66	  2.17	  1.98
iEx208I		0	  0.33	  1.79	  2.23
iOx237I		0	  1.32	  1.17	  0.95
iKx314I		0	  1.91	  1.34	  0.43
YGR025W		7	  0.72	  0.98	  1.09
iDx185I		0	  0.95	  0.88	  1.36
iJx291I		0	  0.70		  1.39
YBL062W		2	  0.52	  1.06	  2.06
YBR145W	ADH5	2	  1.32	  2.01	  0.48
iJx357I		0	  1.39	  0.33	  0.83
YCR103C		3	  1.13	  1.07	  1.48
iPx463I		0	  0.80	  1.66	  1.16
iLx540I		0	  0.51	  0.88	  1.81
iJx023I		0	  1.51	  1.61	  0.54
iFx100I		0	  0.54	  0.61	  1.55
YPR097W		16	  0.85	  0.14	  0.66
YLR174W	IDP2	12	  1.14	  0.63	  1.04
YGL009C	LEU1	7	  0.70	  0.97	  1.68
YMR132C		13	  1.49	  1.01	  0.86
YML115C	VAN1	13	  0.82	  0.38	  1.57
iPx529I		0	  0.88	  1.54	  1.05
YBR080C	SEC18	2	  1.26		  0.67
iIx066I		0	  2.34	  2.07	  0.49
iEx143I		0	  1.34		  0.63
YGR294W		7	  1.08	  1.39	  1.77
YPR098C		16	  0.80	  1.39	  0.90
iOx172I		15	  1.10	  1.66	  1.72
iEx209I		0	  0.99	  0.59	  0.83
YCL020W		3	  1.73	  0.77	  0.80
iKx315I				  1.05	  0.48
iOx238I		0	  1.28	  0.40	  0.71
YGR026W		7	  0.59		  1.56
iDx186I		0	  0.68	  1.54	
YGR295C	COS6	7	  1.07	  0.66	  1.31
iJx292I		0	  0.66	  0.95	  1.52
YBL063W	KIP1	2	  0.86	  0.69	  1.14
YBR146W	MRPS9	2	  1.36	  0.64	  0.57
iJx358I		0	  0.56	  0.91	  2.30
YGR027C	RPS25A	7	  0.87	  1.32	  0.90
iPx464I		0	  1.31		  0.58
iLx541I		0	  0.61	  1.27	  1.50
iJx024I		0	  1.56	  0.77	  0.45
iFx101I		0	  0.81	  0.76	  1.04
YLR175W	CBF5	12	  0.87	  1.54	  1.61
iPx130I		0	  1.31	  0.64	  0.56
YBR081C	SPT7	2	  1.37	  0.66	  0.71
YBL064C		2	  1.83	  0.77	  0.36
iIx067I		0	  1.80	  1.42	  0.48
iEx144I		0	  0.60	  0.80	  1.12
YLR176C	RFX1	12	  0.77	  0.51	  1.84
YPR099C		16	  1.04		
iOx173I		0	  0.57	  0.72	  1.14
iKx250I		0	  1.28		  0.63
YCL021W				  0.61	
YCR104W	PAU3	3	  1.25		  1.58
iOx239I		0	  1.18	  1.33	  0.78
iKx316I		0	  1.94	  1.12	  0.52
YML050W		13	  0.49	  1.03	  2.00
YMR133W	REC114	13	  1.38	  1.27	  0.60
iDx187I		0	  1.28	  0.78	  0.86
YML116W	ATR1	13	  0.63	  0.46	  2.28
iJx293I		0	  0.52	  0.90	  1.13
YCL022C		3	  0.84	  0.68	  1.07
iJx359I		0	  0.58	  0.55	  2.15
YBR147W		2	  1.08	  0.79	  0.88
YDR330W		4	  2.41		  0.45
iPx465I		0	  1.80	  0.95	  0.51
iLx542I		0	  1.45	  1.54	  0.62
iJx025I		0	  0.46		  1.95
iFx102I		0	  1.19	  0.94	  0.58
iPx131I		0	  1.47	  1.93	  0.40
YBR082C	UBC4	2	  1.60		  0.57
iIx068I		0	  0.98	  0.87	  1.26
iEx145I		0	  1.11	  1.50	  0.62
YGR296W	YRF1-3	7	  1.02	  0.50	  0.80
iOx174I		0	  0.57	  0.82	  1.42
iKx251I		0	  0.62	  0.59	  1.84
YCR105W		3	  1.29	  0.93	  0.78
iKx317I		0	  1.32	  0.71	  0.68
YML051W	GAL80	13	  0.87	  1.76	  1.07
YGR028W	MSP1	7	  1.15	  0.88	  1.12
iMx500I		0	  1.02		  1.09
YMR134W		13	  0.98	  1.01	  1.07
iDx188I		0	  2.07		  0.52
YML117W		13	  1.46	  0.48	  0.84
iJx294I				  1.16	  2.16
YBL065W		2	  1.48	  1.49	
YCL023C		3	  1.13	  1.82	  0.68
YBR148W	YSW1	2	  0.65	  0.79	  1.29
YDR331W	GPI8	4	  1.59	  0.46	  0.72
iFx103I				  0.66	  0.58
iPx466I		0	  0.89	  2.43	  1.14
iLx543I		0	  1.01	  0.57	  1.01
iJx026I		0	  1.26	  1.04	  0.59
YLR177W		12	  0.76	  0.74	  1.17
YMR135C		13	  0.97	  0.60	  0.91
