NAME	GENE	CHR	ya1s4p2_106	ya1s4p2_0114FR	ya1s4p2_0108FR	ya1s4p2_0110
YOR310C	NOP58		0.46	2.21	1.81	0.63
YOL038W	PRE6		1.53	0.75	0.69	1.47
YNL335W			2.03	0.46	0.48	1.96
YNL001W	DOM34		0.63	1.45	1.27	0.72
YAL021C	CCR4		0.92	1.21	1.2	0.8
YJL092W	HPR5		0.69	1.42	1.34	0.75
YDR324C			0.59	1.75	1.15	0.84
YER027C	GAL83		0.86	1.4	1.3	0.79
YNL270C	ALP1		1.44	0.6	0.69	1.07
YKL050C			1.12	0.79	0.76	1.13
YCR032W	BPH1		0.77	1.4	1.36	0.68
YMR173W-A			1.97	0.94	0.85	1.56
YOR056C			0.71	1.37	1.2	0.83
YGR210C			0.82	1.25	1.33	0.82
YMR061W	RNA14		0.75	1.26	1.2	
YKL116C			0.65	1.59	1.48	0.59
YIL121W			0.67	1.28	1.47	0.64
YNL002C	RLP7		0.49	2.1	1.95	0.59
YLR424W			1.34	0.74	0.77	1.31
YJL093C	TOK1		1.48	0.71	0.65	1.39
YBR075W			0.48	2.05	2.09	0.48
YBL058W	SHP1		1.24	0.93	0.88	1.34
YHR181W			2.35	0.4	0.39	2.74
YCL016C			1.45	0.74	0.73	1.34
YMR062C	ECM40		1.01	0.98	1.03	0.92
YDL241W			0.15	6.75	7.02	0.12
YFR024C-A			0.9	1.15	1.14	0.83
YPR014C			1.26	0.68	0.66	1.31
YOR311C			0.63	1.24	1.21	
YNL336W	COS1		3.98	0.24	0.22	5.66
YOL039W	RPP2A		0.69	3.04	3.03	0.65
YAL022C	FUN26		1.61	0.76	0.93	1.33
YER028C			0.97		1.13	0.51
YNL271C	BNI1		0.98	1.14	1.17	0.89
YCR033W			0.64	0.99	0.98	0.71
YJL159W	HSP150		1.82	0.76	0.81	1.69
YNR020C			0.8	1.16	1.23	0.83
YIL122W			1.22	0.73		1.2
YPL265W	DIP5		0.28	3.35	2.89	0.36
YML045W			21.85	0.1	0.14	15.62
YNL003C	PET8		0.71	1.21	1.27	0.8
YLR425W	TUS1		0.48	1.86	2.01	0.55
YMR128W	ECM16		0.47	2.04	1.57	0.58
YJL094C			0.94	1.1	1.01	1.12
YBR076W	ECM8		2.03	0.38	0.5	1.74
YBL059W			2.34	0.36	0.4	2.26
YHR182W			0.79	1.18	1.02	0.95
YCL017C	NFS1		0.78	1.39	1.22	0.92
YDL242W			0.53	1.27	1.16	0.68
YKL051W			1.61	0.65	0.59	1.75
YDR325W	YCG1		1.08	0.84	0.75	1.33
YGR211W	ZPR1		0.74	1.48	1.25	0.89
YOR057W	SGT1		1.14	0.92	0.87	1.21
YPR015C			2.24	0.45	0.46	1.59
YOR312C	RPL20B		0.47	2.66	2.5	0.45
YNL337W			0.43	2.46	2.78	0.29
YKL117W	SBA1		1.22	0.93	0.8	1.65
YBR077C			1.11	0.78	0.9	1.07
YAR040C			1.39	0.65	0.7	1.49
YDR260C	SWM1		1.06	1.07	0.96	1.14
YAL023C	PMT2		0.29	4.02	3.64	0.31
YDL243C	AAD4		1.75			1.48
YDR326C			0.97	1.11	1.06	0.96
YER029C	SMB1		0.88	1.09	1.13	0.83
YNL272C	SEC2		0.73	1.32	1.36	0.82
YKL052C			1.32	0.87	0.88	1.21
YCR034W	FEN1		0.95	1.24	1.06	1.15
YOR058C	ASE1		1.02	1.08	1.01	1
YMR063W	RIM9		0.96	1.15	1.02	0.84
YLR360W	VPS38		1.32	0.83	0.97	1.31
YIL123W	SIM1		1.27	0.92	1.21	0.82
YPL266W	DIM1		0.59	1.62	1.34	0.85
YML046W	PRP39		0.92	1.05	0.93	0.89
YLR426W			0.77	1.31	1.58	0.64
YMR129W	POM152		0.55	2.25	1.59	0.65
YCR035C	RRP43		1.2	0.41	0.65	1.42
YHR183W	GND1		0.38	2.77	2.7	0.43
YLR361C			1.21	0.81	0.79	1.39
YML047C			1.24	0.68	0.81	0.6
YLL010C			0.51	1.68	1.66	0.31
YGR212W			1.41	0.7	0.74	0.56
YPR016C	TIF6		0.52	2.22	1.77	0.61
YOR313C	SPS4		1.45	0.77	0.87	1.39
YNL338W			0.75	2.22	1.92	0.47
YKL118W			1.01	0.74	0.8	1.06
YNR021W			0.6	1.77	1.77	0.76
YNL004W	HRB1		0.83	1.24	1.13	0.95
YDR261C	EXG2		1.02	1.07	0.98	1.02
YAL024C	LTE1		1.05	0.78	1.04	1.27
YJL095W	BCK1		0.8	1.3	1.21	0.86
YOR059C			1.1	0.78	0.73	1.16
YGR213C	RTA1		2.04	0.39	0.36	2.67
YCL018W	LEU2		0.46	2.15	2.57	0.44
YNL339C	YRF1-6		1.14	1.02	1.18	0.72
YMR064W	AEP1		0.88	1.28	1.04	0.98
YKL119C	VPH2		1.27	0.91	1.11	1.08
YNR022C			1.28	1.17	1.33	1.1
YIL124W	AYR1		2.64	0.37	0.4	2.86
YPL267W			1.09	0.84	0.85	1.05
YNL005C	MRP7		0.99	0.93	0.84	1.16
YLR427W			0.73	1.48	1.36	0.69
YBR078W	ECM33		0.93	1.32	1.3	0.95
YHR184W	SSP1		1.67	0.58	0.61	1.81
YDL244W	THI13		1.38	0.69	0.58	1.91
YKR070W			1.25	0.96	1.14	1.09
YKL053W			1.31	0.71	0.73	1.23
YGL130W	CEG1		1.54	0.62	0.63	1.59
YDR327W			0.96	1.29	1.28	0.74
YNL273W	TOF1		0.51	1.74	1.92	0.62
YLR428C			0.57	1.54	1.49	0.66
YPR017C	DSS4		0.69	1.58	1.51	0.73
YBR079C	RPG1		0.57	1.72	1.38	0.68
YHR185C	ADY1		1.31	0.79	0.72	1.46
YAL025C	MAK16		0.55	1.77	1.61	0.53
YDL245C	HXT15		1.23	0.73	0.75	1.18
YKR071C			1.19	1	0.85	1.33
YJL096W	MRPL49		1.32	0.8	0.83	1.38
YDR328C	SKP1		0.92	1.22	1.22	0.89
YNL274C			6.18	0.15	0.19	5.19
YKL054C			0.92			0.75
YCR036W	RBK1		1.25	0.91	0.94	1.18
YGL131C			1.12	0.94	0.83	1.27
YCL019W			8.04	0.21	0.2	6.36
YMR065W	KAR5		1.42	0.63	0.61	1.32
YLR362W	STE11		1.06	0.95	0.8	1.11
YJR100C			1.26	0.81	0.72	1.59
YIL125W	KGD1		1.22	0.99	0.9	1.31
YML048W	GSF2		0.75	1.49	1.01	1.14
YLL011W	SOF1		0.62	1.56	1.26	0.7
YIL082W-A			1.02	0.78	0.74	1.29
YOR314W			1.4	0.66	1.03	0.89
YCR037C	PHO87		0.93	1.03	0.78	1.21
YAR042W	SWH1		0.91	0.98	1.05	0.96
YDR262W			3.62	0.24	0.25	4.77
YLR363C	NMD4		0.92	0.92	1.06	0.91
YML049C	RSE1		1.1	1.34	1.13	0.78
YGR214W	RPS0A		0.48	3.22	2.98	0.43
YNR023W	SNF12		0.97	0.98	0.93	1.02
YMR320W			0.96	0.84	0.84	1.07
YNL006W	LST8		1.38	0.83	0.84	1.29
YHR186C					11.58	0.1
YAR043C			0.96	1.1	1.12	0.68
YDR263C	DIN7		1.3	0.77	0.81	1.19
YAL026C	DRS2		1.64	0.65	0.59	1.75
YDL246C			0.95			
YKR072C	SIS2		0.85	1.27	1.25	0.93
YJL097W			1.44	0.8	0.69	1.67
YDR329C	PEX3		0.61	1.54	1.37	0.69
YKL055C	OAR1		0.79	1.1	1.37	0.62
YIL060W			3.21	0.35	0.41	2.51
YMR066W	SOV1		1.23	0.71	0.77	1.27
YMR321C			0.38	2.62	2.6	0.38
YIL126W	STH1		0.63	1.24	1.15	0.72
YPL269W	KAR9		0.72	0.95	0.9	
YNL007C	SIS1		2.04	0.53	0.75	1.54
YLR429W	CRN1		0.65	1.73	1.61	0.67
YLL012W			0.23	3.58	4.04	0.22
YPR018W	RLF2		0.96	0.99	0.93	0.88
YOR315W			0.91	1.07	0.96	1.13
YDL180W			1.57	0.59	0.54	1.92
YCR038C	BUD5		1.12	0.82	0.88	0.99
YIL061C	SNP1		0.65	1.23	1.11	0.76
YMR067C			1.14	0.73	0.63	1.36
YBR001C	NTH2		1.56	0.32		2.75
YIL127C			0.7	1.48	1.02	0.83
YOR250C	CLP1		0.91	1.08	0.98	1.07
YGL132W			1.42	0.85	0.9	1.41
YNL275W			0.76	1.29	1.38	0.82
YLL013C			0.52	1.78	1.79	0.39
YGR215W			1.31	0.89	1.01	1.13
YOR316C	COT1		1.17	0.92	0.96	0.98
YJR101W			1.38	0.79	0.81	1.55
YNR024W			0.9	1.36	1.59	0.75
YDR264C	AKR1		1.17	0.78	0.61	1.62
YKR073C			1.01	0.78	0.81	0.96
YGR150C			1.24	0.7	0.78	1.35
YJL098W	SAP185		0.77	1.33	1.08	0.87
YNL276C			2.19	0.6	0.73	1.74
YKL056C			0.95	1.85	1.98	0.83
YGR216C	GPI1		0.79	1.43	1.31	0.7
YLR364W			1.56	0.61	0.77	1.32
YMR322C					0.27	
YNR025C			0.85	1.22	1.46	0.75
YJR102C			1.25	0.78	0.89	1.25
YNL008C			1.34	0.49	0.98	1.32
YLR030W			1.36	0.59	0.65	1.11
YBR270C			0.86	0.84	0.97	0.82
YPR019W	CDC54		0.85	1.11	1.16	0.85
YDL181W	INH1		1.32	0.99	1.03	1.37
YCR039C	MATALPHA2		1.8	0.63	0.69	1.55
YIL062C	ARC15		1.96	0.66	0.67	2
YAR044W	OSH1		1.18	1.04	1.14	
YHR187W	IKI1		1.17	0.74	1.06	0.78
YAL027W			1.05	0.87	0.83	1.23
YBR002C	RER2		0.61	1.48	1.54	0.65
YDL247W			1.37	0.48	0.67	1.92
YOR251C			1.03	0.94	1	1.03
YGL133W			1.24	0.83	0.79	1.38
YHR188C			0.09		7.1	0.12
YGR151C			1.26	0.84	0.89	1
YJL099W	CHS6		1.82	0.51	0.51	1.68
YKL057C	NUP120		0.79	1.48	1.13	0.96
YJL020C			0.77	1.11	1.29	0.92
YMR068W			1.14	0.84	0.98	0.96
YLR365W			0.68			
YNR026C	SEC12		0.67	1.45	1.45	0.72
YIL128W	MET18		0.61	1.85	1.67	0.61
YLR031W			1.8	0.56	0.69	1.47
YLL014W			0.88	1.11	1.28	0.83
YOR317W	FAA1		1.45	0.84	0.81	1.33
YDL182W	LYS20		0.94	0.97	1	0.96
YIL063C	YRB2		1.05	0.9	0.92	0.91
YDR265W	PEX10		1.22	0.94	0.88	1.12
YAL028W			0.72	1.65	1.62	0.65
YDL248W	COS7		1.89	0.35	0.32	2.78
YDR520C			1.03	1.2	1.18	0.9
YKR074W			1.59	0.79	0.84	1.46
YIL129C	TAO3		1.12	0.84	0.87	0.92
YGL134W	PCL10		1.53	0.65	0.53	1.88
YNL277W	MET2		1.99	0.56	0.66	1.44
YGR217W	CCH1		0.96	1.16	1.2	0.9
YOR318C			1.35	0.62	0.83	1.23
YMR323W			0.64	1.32	1.08	0.86
YJR103W	URA8		1.41	0.76	0.69	1.28
YDL183C			1.41	0.61	0.61	1.47
YNL009W	IDP3		1.48	0.63	0.58	1.65
YDR266C			0.73	1.6	1.53	0.64
YBR271W			0.68	1.31	1.2	0.85
YAL029C	MYO4		1.07	1.26	1.17	0.95
YKR075C			0.51	3.45	3.32	0.31
YGR152C	RSR1		1.37	0.9	0.9	1.22
YJL021C			1.1	1.01	1.05	1.21
YBR003W	COQ1		0.98	1.08	0.95	1.1
YMR069W					1.14	0.44
YMR324C			1.01	1.09	1.19	0.91
YJR104C	SOD1		1.74	0.95	1.02	1.71
YOR252W			0.75	1.33	1.32	0.76
YLR032W	RAD5		0.91	1	1.02	0.94
YLL015W	BPT1		0.72	1.16	0.99	0.93
YBR272C	HSM3		1	0.74	0.68	1.25
YHR189W			1.16	0.78	1.32	0.66
YBR004C			0.98	1.01	0.91	1.14
YGL135W	RPL1B		0.6	3.61	3.19	0.59
YNL278W			0.74	1.39	1.39	0.77
YKL058W	TOA2		0.92	1.14	1.12	1.06
YGR218W	CRM1		0.71	1.38	1.38	0.75
YNR027W			0.65	1.37	1.33	0.7
YDL184C	RPL41A		0.69	3.14	2.61	0.75
YAR047C			0.55	0.85	0.89	0.72
YDR267C			0.73	1.16	1	0.97
YGL070C	RPB9		0.86	1.3	1.26	0.9
YKL059C			0.82	1.15	1.04	1.02
YGL136C			1.33	0.79	0.77	1.45
YIL064W			0.6	1.95	2.02	0.73
YDR521W			0.91	1	0.84	0.95
YLR367W	RPS22B		0.62	2.45	2.49	0.64
YHR110W	ERP5		0.75	1.23	1.29	0.75
YOR253W			0.7	1.79	2.19	0.62
YLR033W			0.6	1.54	1.35	0.72
YLL016W	SDC25		0.61	1.55	1.57	0.64
YBR273C				0.75	0.64	1.57
YOR319W	HSH49		0.84	1.36	1.21	0.86
YIL065C			2.15	0.55	0.58	1.79
YDR522C	SPS2		1.12	0.64	0.83	1.06
YKR076W	ECM4		5.69	0.18	0.14	7.35
YGR153W			3.43	0.26	0.3	3.29
YOR254C	SEC63		0.46	2.62	2	0.57
YLR034C	SMF3		0.44		1.62	0.42
YNL279W			1.27	0.74	0.75	1.36
YJL022W			1.12	0.72	0.71	1.12
YGR219W			1.45	0.74	0.83	1.29
YNL200C			2.27	0.44	0.47	2.13
YMR158W-A			1.05	1	1.05	0.86
YNR028W	CPR8		1.33	0.86	0.85	1.17
YMR325W			1.32	0.78	0.87	1.11
YJR105W			1.07	1.21	1.16	1.2
YGR154C			1.59	0.59	0.67	1.58
YMR260C	TIF11		0.79	1.77	1.61	0.82
YJL023C	PET130		1.38	0.61	0.64	1.52
YBR005W			2.07	0.45	0.5	1.88
YLR368W			0.76	1.35	1.31	0.87
YNR029C			0.78	1.15	1.02	0.84
YMR326C			0.79	1.46	1.31	0.64
YHR111W			0.9	0.99	0.95	0.92
YLL017W			0.9	0.76	0.76	1.17
YDL185W	TFP1		0.49	2.55	2.27	0.55
YER160C			1.18	0.49	1.01	13.95
YIL066C	RNR3		0.46	2.23	2.34	0.5
YGL071W	RCS1		0.84	1.18	1.13	0.6
YDR268W	MSW1		1.54	0.62	0.66	1.51
YDR523C	SPS1		0.96	0.55		0.88
YKR077W			1.4	0.65	0.62	1.52
YLR035C			0.96	0.92	0.97	1.01
YHR112C			0.86	1.46	1.17	0.83
YGL137W	SEC27		0.79	1.49	1.24	0.96
YLL018C	DPS1		0.68	1.81	1.58	0.78
YJR040W	GEF1		0.96	1.18		0.84
YNL201C			0.83	1.37	1.2	0.96
YJR106W	ECM27		0.72	2.08	1.92	0.56
YDR269C			1.11	0.3	0.38	1.9
YGL072C			1.38	0.87	1.03	1.17
YBR274W	CHK1		0.72	1.27	1.1	0.88
YGL138C						0.88
YMR261C	TPS3		1.22	0.7	1.25	0.64
YJR041C			1.12	0.94	0.91	1.13
YJL024C	APS3		0.78	1	0.94	0.94
YBR006W			1.5	0.58	0.56	1.79
YLR369W	SSQ1		1.13	0.78	0.56	1.3
YOR255W			0.64	1.17	1.14	0.68
YBR275C	RIF1		0.94	0.92	0.64	0.93
YDL186W			0.43	1.57	1.6	0.44
YER161C	SPT2		0.79	1.18	1.24	0.72
YIL067C			0.81	1.2	1.18	0.77
YDR524C			0.87	1.29	1.27	0.8
YKR078W			0.9	1.23	1.16	0.84
YGR155W	CYS4		0.95	1.19	1.01	1.27
YOR256C			0.89	1.04	0.93	1.02
YLR036C			4.04	0.2	0.21	4.3
YLL019C	KNS1		1.1	0.88	0.84	1.1
YJR107W			1.33	0.83	0.96	1.26
YPL130W	SPO19		0.64	1.18	1.24	
YDL187C			0.63	1.14	1.19	0.66
YKR079C			0.72	1.56	1.22	0.75
YOR190W	SPR1		0.97	0.83	0.74	0.91
YHL030W	ECM29		1.12	1.38	1.34	0.74
YHR113W			0.93	0.98	0.98	1.03
YBR276C	PPS1		0.7	1.52	1.27	0.78
YNL202W	SPS19		2.1	0.52	0.56	1.87
YFL-TYA			7.44	0.22	0.22	7.67
YER162C	RAD4		1.13	0.79	0.77	1.14
YFL-TYB			8.36	0.3	0.24	7.07
YIL068C	SEC6		0.8	1.36	1.28	0.93
YGR090W			0.42	2.75	2.38	0.52
YGL073W	HSF1		0.95	1.17	1.14	0.95
YHR214C-B			5.02	0.2	0.25	5.23
YBR008C	FLR1		2.13	0.43	0.38	2.39
YHL031C	GOS1		1.28	0.94	0.97	1.09
YGR156W			1.05	0.86	1.05	0.9
YLR037C			1.58	0.78	0.83	1.46
YGL139W			0.73	1.74	1.26	0.69
YMR262W			1.2	1.01	1.09	0.88
YJR042W	NUP85		0.97	0.7	0.85	0.87
YJL025W	RRN7		0.7	1.4	1.56	0.65
YNL203C			2	0.4	0.5	1.97
YJR108W	ABM1		1.02	0.56		0.63
YPL131W	RPL5		0.34	5.1	4.25	0.37
YDL188C	PPH22		0.91	1.15	1.17	0.84
YGL074C			0.82	1.07	1.13	0.76
YJR043C	POL32		1.18	0.94	1.1	0.99
YOR191W	RIS1		0.74	1.3	1.18	0.81
YDR525W			0.62	1.07	1.41	0.41
YJR109C	CPA2		0.8	1.38	1.26	0.79
YOR257W	CDC31		1.34	0.71	0.68	1.49
YHR114W			0.34	5.28	5.6	0.28
YBR277C			1.21	0.89	0.91	1.18
YER163C			1.68	0.64	0.77	1.41
YIL069C	RPS24B		0.39	2.59	2.79	0.4
YGR091W	PRP31		0.87	1	0.99	0.97
YOR192C			0.13	8.29	7.95	0.13
YBR009C	HHF1		0.92	1.25	1.31	0.85
YDR526C			1.04	0.86	0.89	0.93
YHL032C	GUT1		0.88	1.14	1.16	0.77
YGR157W	CHO2		1.12	1.01	0.87	1.08
YHR115C			3.03	0.35	0.32	3.32
YMR263W			1.53	0.67	0.74	1.38
YKR001C	VPS1		0.83	1.24	0.88	1.1
YJL026W	RNR2		0.78	1.47	1.44	0.85
YNL204C	SPS18		0.97	0.78	0.89	0.9
YPL132W	COX11		0.81	1.18	1.16	0.86
YGL075C	MPS2		0.94	0.97	0.96	0.75
YGR158C	MTR3		0.91	1.32	1.36	0.9
YJR010C-A	SPC1		0.72	1.45	1.72	0.63
YDR460W	TFB3		1.3	0.66	0.67	1.34
YJR044C			1.53	0.87	0.86	1.36
YJL027C				0.94	1.07	
YPL133C			0.93	0.82	0.83	1.01
YOR258W			1.14	0.75	0.82	
YDL189W			0.8	1.27	1.16	0.82
YGR092W	DBF2		2.84	0.35	0.37	2.81
YDL110C			3.3	0.4	0.42	2.91
YHL033C	RPL8A		0.43	3.9	3.47	0.45
YOR259C	RPT4		0.88	1.15	1.08	1
YLR039C	RIC1		1.15	0.89	0.92	1.09
YMR264W	CUE1		0.83	1.53	1.67	0.69
YPR150W			3.14	0.32	0.38	2.9
YNL205C			0.71	1.27	1.14	0.76
YGL076C	RPL7A		0.64	2.11	1.88	0.54
YBR278W	DPB3		1.41	0.77	0.83	1.31
YGR159C	NSR1		0.32	3.11	2.47	0.43
YDR461W	MFA1		3	0.37	0.34	3.21
YER164W	CHD1		0.83	1.3	1.07	0.9
YMR265C			1.2	0.75	1.01	0.81
YJR045C	SSC1		1.03	1.21	0.95	1.25
YHR050W	SMF2		0.78	1.35	1.24	0.9
YOR193W			2.37	0.42	0.43	2.64
YPR151C			3.32	0.3	0.39	2.55
YDR527W			0.64	1.48	1.12	0.8
YPL134C			1.15	0.85	0.8	1.39
YHR116W			0.6	1.47	1.57	0.61
YKR002W	PAP1		0.47	2.51	3.73	0.49
YGR093W			0.74	1.45	1.06	0.87
YOR194C	TOA1		1.07	0.95	1.05	1.04
YDL111C	RRP42		0.75	1.32	1.27	0.87
YHL034C	SBP1		0.73	1.65	1.54	0.81
YNL140C			0.91	1.03	1.07	0.95
YJL028W			0.54	1.4	1.29	0.58
YNL206C			0.68	1.46	1.4	0.81
YGL077C	HNM1		1.09	0.89	0.87	1.29
YBR279W	PAF1		1.18	0.88	0.98	0.96
YDR462W	MRPL28		0.92	1.07	1.09	0.84
YER165W	PAB1		0.34	3.21	3.47	0.37
YJL029C			1.02	1.04	1.07	0.89
YHR051W	COX6		0.71	1.41	1.2	0.77
YPR152C			0.71	1.34	1.34	0.66
YDR528W			0.6	1.82	2.6	0.38
YHR117W	TOM71		0.15	7.76	8.26	0.17
YKR003W			0.91	1.12	1.26	0.96
YGR094W	VAS1		0.43	2.8	2.1	0.56
YFL035C-A			0.92	1.16	1.45	0.65
YDR529C	QCR7		2.08	0.76	0.87	1.55
YFL035C-B			0.77	2.1	1.85	0.66
YHL035C			1.08	0.55	1.12	0.91
YFL040W			3.06	0.23	0.23	3.17
YHR118C	ORC6		0.74	1.45	1.68	0.85
YBR200W	BEM1		1.03	0.91	0.77	1.12
YMR266W			0.78	1.43	1.5	0.55
YJR046W	TAH11		1.07	0.86	0.85	1.07
YKR004C	ECM9		1.3	0.78	0.86	1.04
YPL135W	ISU1		1.68	0.43	0.48	2.75
YGR095C	RRP46		0.64	1.49	1.49	0.67
YGL078C	DBP3		0.66	1.5	1.21	0.83
YDR463W	STP1		1.35	0.73	0.59	1.4
YER166W			1.24	0.65		1.06
YJR047C	ANB1		0.52	2.42	2.15	0.57
YOR195W	SLK19		1.16	0.89	0.78	1.18
YHR052W			3.91	0.26	0.32	2.78
YDL112W	TRM3		0.79	1.27	1.05	0.9
YNL141W	AAH1		0.26	4.59	3.64	0.31
YNL207W			0.69	1.52	1.19	0.75
YOR196C	LIP5		1.96	0.52	0.51	2.24
YHR053C	CUP1-1		0.84	1.45	1.36	0.8
YDR130C			1.27	0.69	0.69	1.24
YDL113C			1.2	0.6	0.55	1.29
YFL041W	FET5		0.55	1.9	1.47	0.63
YBR201W	DER1		1.06	0.88	0.97	1.18
YMR267W	PPA2		1.51	0.66	0.66	1.43
YPL070W			1.38	0.67	0.59	1.69
YKR005C			0.91	0.69	0.68	1.01
YIR010W			1.08	0.97	0.93	0.92
YPR153W			0.69	1.18	1.05	0.79
YLR230W			0.99	1.03	1.03	0.97
YPL136W			0.54	1.69	1.57	0.57
YFL042C			0.65	1.39	1.35	0.72
YDR464W	SPP41		1.04	0.77	1.02	
YER167W	BCK2		0.88	1.3	1.15	0.87
YMR268C	PRP24		1.04	0.77	0.76	1.05
YKL190W	CNB1		1.45	0.58	0.64	1.89
YPL071C			1.66	0.62	0.64	1.63
YLR231C			0.62	1.53	1.69	0.63
YIR011C	STS1		1.01	0.99	1	1.05
YHL036W	MUP3		0.52	1.54	1.9	0.52
YPL137C			0.82	1.7	1.95	0.71
YHR119W	SET1		0.97	1.26	1.32	0.93
YNL142W	MEP2		0.36	2.61	2.41	0.41
YNL208W			2.93	0.36	0.42	2.42
YDR465C	RMT2		0.29	3.38	2.4	0.38
YER168C	CCA1		0.75	1.39	1.2	0.78
YGR096W			0.87	1.13	1.14	0.8
YHR054C			1.1	1.06	0.95	1.03
YDR131C			1.21	0.81	0.79	1.31
YGL079W			1.01	1.24	1.27	0.91
YHL037C						0.88
YNL143C			0.94	0.79	1.22	0.71
YBR202W	CDC47		1.04	1	0.9	1.03
YJR048W	CYC1		1.35	0.79	0.79	1.61
YKR006C	MRPL13		0.79	1.36	1.22	0.9
YPR154W			0.74	1.24	1.17	0.78
YOL100W	PKH2		1.82	0.61	0.66	1.66
YFL043C			0.83	1.06	1.23	0.66
YKL191W	DPH2		0.66	1.42	1.11	0.93
YJR049C	UTR1		1.03	0.92	0.87	1.1
YOR197W			0.68	1.51	1.44	0.81
YPR155C	NCA2		1.64	0.68	0.58	1.66
YDL114W			1.34		0.82	
YPL138C			1.44	0.6	0.64	1.45
YJL220W			1.08	1.21	1.33	0.56
YOL101C			0.81	0.96	0.89	1.3
YNL209W	SSB2		0.4	3.92	3.26	0.47
YKL192C	ACP1		1.47	1.07	1.08	1.44
YGR097W	ASK10		1.18	1.87	0.96	0.39
YOR198C	BFR1		0.65	2	1.86	0.76
YHR055C	CUP1-2		0.66	1.58	1.39	0.72
YDR132C			1.43	0.66	0.61	1.45
YHL038C	CBP2		1.04	0.76	0.89	1.19
YDL115C			1.09	0.72	0.68	1.3
YNL144C			0.51	1.56	1.19	0.62
YJL221C	FSP2		0.92	0.86	0.82	1.06
YGL001C			0.37	2.99	2.85	0.42
YBR203W			0.63	1.74	1.63	0.71
YMR269W			1.02	0.81	0.93	1.03
YPL072W	UBP16		1.97	0.56	0.56	1.86
YIR012W	SQT1		0.58	1.57	1.59	0.64
YLR232W			0.73	1.05	1.09	0.76
YGR098C	ESP1		1.2	0.52	1.78	0.63
YFL044C			0.92	0.99	0.91	1
YDR466W			0.9	1.3	1.3	0.72
YER169W	RPH1		0.75	1.41	1.41	0.76
YBR204C			1.68	0.58	0.63	1.49
YPL073C			1.13	0.78	0.7	1.2
YER060w-A	FCY22		0.99	1.22		0.84
YPR156C			0.78	1.36	1.29	0.82
YLR233C	EST1		0.92	0.99	0.97	1.02
YIR013C	GAT4		0.72	0.98	1.03	0.77
YPL139C	UME1		0.59	1.37	1.25	0.84
YOL102C	TPT1		0.89	1.2	1.07	0.91
YKR007W			1.23	0.79	0.72	1.43
YDR467C			1.35	0.8	0.84	1.16
YKL193C	SDS22		1.33	0.59	0.48	1.88
YDL050C			0.69	1.94	1.88	0.62
YHR056C			0.6	1.68	1.4	0.67
YDR133C			1.37	0.9	0.92	0.98
YPR090W			0.79	1.17	1.02	0.89
YFL045C	SEC53		0.61	2.38	2.19	0.62
YPR091C			1	1.02	0.94	1.15
YOR199W				0.88	0.93	0.96
YDL116W	NUP84		0.77	1.19	1.12	0.9
YHL039W			1.26	2.08	1.84	0.61
YJL222W	VTH2		0.69	1.83	1.95	0.47
YGL002W	ERP6		0.64	1.46	1.58	0.72
YNL145W	MFA2		81.19	0.02	0.02	92.39
YKR008W	RSC4		0.8	1.21	1.11	0.83
YDR468C	TLG1		2.38	0.51	0.53	2.04
YKL194C	MST1		0.89	0.79	0.78	1.06
YGR099W	TEL2		0.74	1.22	1.14	0.77
YHR057C	CYP2		0.83	0.97	0.84	1.01
YDR134C			2.17	0.85	0.94	1.85
YNL080C			0.58	1.92	1.79	0.49
YGR020C	VMA7		1	0.99	1.04	0.89
YJL223C	PAU1		1.76	0.51	0.61	1.54
YBR205W	KTR3		1.06	1.18	1.17	1.08
YGL003C	CDH1		0.98	1.16	1.19	0.92
YPL074W	YTA6		0.65	1.44	1.24	0.78
YKR009C	FOX2		1.17	0.75	0.99	0.99
YPR157W			0.47	2.14	2.2	0.45
YLR234W	TOP3		0.83	1.16	1.13	0.77
YIR014W			0.34	2.18	2.22	0.41
YOR120W	GCY1		13.06	0.11	0.11	15.78
YOL103W	ITR2		0.58	1.54	1.51	0.66
YBR140C	IRA1		0.78	1.29	1.15	0.86
YDL051W	YLA1		0.63	1.84	1.61	0.63
YLR235C			0.68	1.35	1.35	0.74
YDL117W			0.5	1.8	1.6	0.51
YOR121C			9.26	0.17	0.19	9.65
YNL146W			0.8	1.15	1.26	0.74
YOL104C				0.09		
YLR287C-A	RPS30A		0.7	1.54	1.71	0.65
YDL052C	SLC1		0.65	1.68	1.66	0.66
YHR058C	MED6		0.81	1.06	1.05	0.87
YDR135C	YCF1		0.66	1.17	0.99	0.94
YNL081C			1.25	0.99	0.89	1.29
YFL046W			1.55	0.64	0.64	1.8
YPR092W			0.9	0.75	0.77	1.17
YBR206W			0.72	1.61	1.66	0.62
YGL004C			0.83	1.14	1.02	0.93
YOR304C-A			0.97	1.04	1.07	0.84
YPL075W	GCR1		0.68	1.47	1.33	0.71
YML110C	COQ5		1.72	0.6	0.63	1.65
YPR158W			3.31	0.3	0.47	1.97
YIR015W	RPR2		1.04	1	1.26	0.74
YBR141C			0.72	1.1	1.08	0.73
YPR093C			1.89	0.48	0.54	1.83
YLR170C	APS1		0.39	2.32	3.33	0.37
YDR469W			0.98	0.86	0.9	0.96
YKL195W			1.63	0.53	0.46	2.39
YLR236C			0.87	0.94	0.95	0.92
YDL118W			1.35	0.64	0.7	1.21
